Date,Open,High,Low,Close,Volume
3/8/1982,0.2924,0.2946,0.2924,0.2924,8786409
3/9/1982,0.2946,0.2969,0.2946,0.2946,13126413
3/10/1982,0.2902,0.2924,0.2902,0.2902,21733622
3/11/1982,0.2902,0.2946,0.2902,0.2902,5644805.5
3/12/1982,0.2723,0.2746,0.2723,0.2723,11636812
3/15/1982,0.2701,0.2723,0.2701,0.2701,12840813
3/16/1982,0.2656,0.2679,0.2656,0.2656,11788012
3/17/1982,0.2522,0.2545,0.2522,0.2522,12622413
3/18/1982,0.2723,0.2746,0.2723,0.2723,14084014
3/19/1982,0.2969,0.2991,0.2969,0.2969,16452816
3/22/1982,0.3192,0.3214,0.3192,0.3192,17298418
3/23/1982,0.3147,0.317,0.3147,0.3147,13988814
3/24/1982,0.2969,0.2991,0.2969,0.2969,12902413
3/25/1982,0.2946,0.2969,0.2946,0.2946,21028022
3/26/1982,0.2902,0.2924,0.2902,0.2902,12695213
3/29/1982,0.2969,0.2991,0.2969,0.2969,16900816
3/30/1982,0.3014,0.3036,0.3014,0.3014,19488020
3/31/1982,0.3014,0.3036,0.3014,0.3014,12538413
4/1/1982,0.317,0.3192,0.317,0.317,14784015
4/2/1982,0.317,0.3192,0.317,0.317,21201622
4/5/1982,0.317,0.3192,0.317,0.317,21660822
4/6/1982,0.3147,0.317,0.3147,0.3147,17897618
4/7/1982,0.3103,0.3125,0.3103,0.3103,7274407.5
4/8/1982,0.3125,0.3147,0.3125,0.3125,5997606
4/12/1982,0.3103,0.3147,0.3103,0.3103,11076811
4/13/1982,0.2857,0.288,0.2857,0.2857,21324822
4/14/1982,0.288,0.2902,0.288,0.288,28397628
4/15/1982,0.2924,0.2946,0.2924,0.2924,41070440
4/16/1982,0.3014,0.3036,0.3014,0.3014,26012026
4/19/1982,0.2946,0.2991,0.2946,0.2946,10320810
4/20/1982,0.2812,0.2835,0.2812,0.2812,20137620
4/21/1982,0.279,0.2812,0.279,0.279,18256018
4/22/1982,0.2746,0.2768,0.2746,0.2746,13148813
4/23/1982,0.2746,0.2768,0.2746,0.2746,12073612
4/26/1982,0.2812,0.2835,0.2812,0.2812,14481614
4/27/1982,0.2723,0.2746,0.2723,0.2723,17567218
4/28/1982,0.2612,0.2634,0.2612,0.2612,24808024
4/29/1982,0.2612,0.2634,0.2612,0.2612,20557620
4/30/1982,0.2634,0.2656,0.2634,0.2634,69350472
5/3/1982,0.2723,0.2746,0.2723,0.2723,20675220
5/4/1982,0.2812,0.2835,0.2812,0.2812,18496818
5/5/1982,0.2768,0.2812,0.2768,0.2768,13484813
5/6/1982,0.2857,0.288,0.2857,0.2857,18866418
5/7/1982,0.2902,0.2924,0.2902,0.2902,21179222
5/10/1982,0.2857,0.288,0.2857,0.2857,7901608
5/11/1982,0.2768,0.279,0.2768,0.2768,25754426
5/12/1982,0.2701,0.2723,0.2701,0.2701,17752018
5/13/1982,0.2723,0.2746,0.2723,0.2723,13613614
5/14/1982,0.2612,0.2656,0.2612,0.2612,23934424
5/17/1982,0.2567,0.2589,0.2567,0.2567,19051220
5/18/1982,0.2522,0.2545,0.2522,0.2522,30508830
5/19/1982,0.25,0.2522,0.25,0.25,18821618
5/20/1982,0.2522,0.2545,0.2522,0.2522,6904807
5/21/1982,0.2545,0.2567,0.2545,0.2545,9710410
5/24/1982,0.2567,0.2589,0.2567,0.2567,7996808
5/25/1982,0.2567,0.2589,0.2567,0.2567,12891213
5/26/1982,0.2545,0.2567,0.2545,0.2545,10819211
5/27/1982,0.25,0.2522,0.25,0.25,7812008
5/28/1982,0.25,0.2522,0.25,0.25,4799205
6/1/1982,0.2455,0.2478,0.2455,0.2455,11900012
6/2/1982,0.25,0.2522,0.25,0.25,8226408
6/3/1982,0.2411,0.2455,0.2411,0.2411,9940010
6/4/1982,0.2344,0.2366,0.2344,0.2344,9419209
6/7/1982,0.2344,0.2366,0.2344,0.2344,9290409
6/8/1982,0.2321,0.2344,0.2321,0.2321,7851208
6/9/1982,0.2277,0.2299,0.2277,0.2277,8461608
6/10/1982,0.2299,0.2321,0.2299,0.2299,8601609
6/11/1982,0.2389,0.2411,0.2389,0.2389,13658414
6/14/1982,0.2389,0.2411,0.2389,0.2389,7498407.5
6/15/1982,0.2389,0.2411,0.2389,0.2389,8803209
6/16/1982,0.2389,0.2411,0.2389,0.2389,10432810
6/17/1982,0.2344,0.2366,0.2344,0.2344,7291207.5
6/18/1982,0.2299,0.2344,0.2299,0.2299,4967205
6/21/1982,0.2299,0.2321,0.2299,0.2299,7134407
6/22/1982,0.2389,0.2433,0.2389,0.2389,4390404.5
6/23/1982,0.2455,0.25,0.2455,0.2455,13188013
6/24/1982,0.2455,0.2478,0.2455,0.2455,11037611
6/25/1982,0.2366,0.2389,0.2366,0.2366,6669606.5
6/28/1982,0.2344,0.2366,0.2344,0.2344,6288806.5
6/29/1982,0.2277,0.2299,0.2277,0.2277,8954409
6/30/1982,0.2277,0.2299,0.2277,0.2277,16906416
7/1/1982,0.2255,0.2277,0.2255,0.2255,13932814
7/2/1982,0.2143,0.2165,0.2143,0.2143,14526415
7/6/1982,0.2054,0.2076,0.2054,0.2054,21924022
7/7/1982,0.2054,0.2076,0.2054,0.2054,7593607.5
7/8/1982,0.1964,0.1987,0.1964,0.1964,41081640
7/9/1982,0.2031,0.2054,0.2031,0.2031,32104832
7/12/1982,0.2076,0.2098,0.2076,0.2076,15848016
7/13/1982,0.221,0.2232,0.221,0.221,28593628
7/14/1982,0.2232,0.2277,0.2232,0.2232,17780018
7/15/1982,0.2277,0.2299,0.2277,0.2277,16447216
7/16/1982,0.2366,0.2389,0.2366,0.2366,19252820
7/19/1982,0.2389,0.2411,0.2389,0.2389,20944020
7/20/1982,0.2545,0.2567,0.2545,0.2545,12426412
7/21/1982,0.2545,0.2567,0.2545,0.2545,17925618
